policy,year,trades,net_x2_sum_pct,net_x2_expectancy_pct
ALL_EVENTS,2024,1707,570.71839464963,0.3343400085820914
ALL_EVENTS,2025,2488,4103.810601526477,1.6494415600990662
ALL_EVENTS,2026,681,424.6460610500369,0.6235624978708325
MAX_2_NEW_TRADES_PER_DAY_SIM,2024,226,60.15598820221588,0.2661769389478579
MAX_2_NEW_TRADES_PER_DAY_SIM,2025,277,265.47456309366885,0.9583919245258803
MAX_2_NEW_TRADES_PER_DAY_SIM,2026,105,228.21519364320307,2.173478034697172
ONE_ACTIVE_PER_SYMBOL,2024,255,34.332927216406325,0.13463893026041696
ONE_ACTIVE_PER_SYMBOL,2025,318,503.60727981415783,1.58367069123949
ONE_ACTIVE_PER_SYMBOL,2026,112,225.3950403142844,2.0124557170918247
